,title,description,price,date_posted,address,url
146,Etobicoke 2 Bedrooms Apartment for Rent - 12 Kinsdale Boulevard,"Description12 Kinsdale Boulevard is located in a family friendly community! With schools and parks, this vibrant rental community is ideal for families. The area also has a great variety of shops and services, with a Sobeys only a 10-minute walk. Sherway Gardens provides ample brand shopping with everything from department stores to dining. Living in close proximity to the Gardiner Expressway as well as the GO Train and public transit, this community offers great accessibility and convenience.Please schedule a personalized video call or tour to view available units and amenities by calling, texting or emailing our leasing agents.The safest way to find your new home.On-line options available at all properties for ease of rental payments, maintenance requests, and communication with property management – all accessible from your preferred personal device. Disclaimer – Photos, Video and 360 Virtual Tour for reference only, which give a general sense of unit layouts and finishes. Available units and prices may vary based on unit size, location, features, finishes, floor plan, and the occupancy date. Prices stated on the website are starting prices for each unit type, and are subject to change without notice. Errors &amp; Omissions Excepted (E&amp;OE).Virtual Tour1 Bedroom1 Bedroom+Den2 BedroomsMapsUtilities IncludedHeatProperty AmenitiesUnderground parkingOutdoor parkingLaundry facilitiesClose to SchoolsClose to ShoppingClose to ParksParkingPets AllowedNewly RenovatedSuite AmenitiesStoveDishwasher availableMicrowaveLaminate FloorsBalconyMicrowave OvenStove/OvenDishwasherRangeLaminate Floor In KitchenLinen ClosetBalconies","$2,524",2023-02-21 17:55:45,"12 Kinsdale Boulevard, Etobicoke, ON, M8Y 1T9",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/etobicoke-2-bedrooms-apartment-for-rent-12-kinsdale-boulevard/1647844845
147,Newly Renovated 1 Bedroom Penthouse Condo near Yonge&Sheppard,"DescriptionYonge &amp; Sheppard Stunning Newly Renovated Penthouse Condo.
Central location close to shops and restaurants, 5 min walk to subway, Loblaws, cinema, North York central library. 2 min walk to gym. Features sunlit 10ft Floor-To-Ceiling Windows With Walk-Out To Balcony.Contemporary kitchen with integrated appliances, Oven Cooktop, Microwave, Dishwasher, Fridge. Ensuite Stacked Washer/Dryer. Window Coverings.Locker Included.Condo Amenities Include: 24hr Security/Concierge, Gym, Event Space &amp; Kitchen.No Pets. No Smoking OR Vaping.
1 parking spot included. Furnished option is a possibility.","$2,450",2023-02-21 17:54:44,"Beecroft Road, North York, ON",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-1-bedroom-penthouse-condo-near-yonge-sheppard/1651159703
148,"Steps to Wilson Stn - 2 Bdrm+Lrg Den, 2 Wshrm – Condo for Lease","DescriptionTo view a virtual tour, copy the link below and paste into your browser –
http://tours.dgvirtualtours.com/public/vtour/display/1681220?a=1#!/
Condo will be available to lease on November 1, 2022.
Spacious 2 bedrm + large den, 2 wshrm in uptown location! Ground level unit. Steps to Wilson subway station, great restaurants, minutes to major banks, 10 minute drive to humber river hospital, walking distance to yorkdale shopping mall, large open concept living/dining, hardwood floors, large quartz kitchen countertop seats 4 stools comfortably, large master bedroom, walk-in closet, 2 bathrooms, large terrace overlooking beautiful garden court, laundry in unit, new washer/dryer, 24 hr concierge and security system, new window covering blinds, Building amenities include: indoor pool, party rm, gym, guest suites with full kitchen, theater rm, easy access to Allen Rd and Hwy 401, 1 parking underground garage, visitors’ parking, 1199 sq ft. of space.
To see a virtual tour, copy the link below and paste into your browser - http://tours.dgvirtualtours.com/public/vtour/display/1681220?a=1#!/
For an appointment, please email me at Liana_Spatafora@yahoo.com","$3,100",2023-02-21 17:54:27,"York, ON M6E 3K5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/steps-to-wilson-stn-2-bdrm-lrg-den-2-wshrm-condo-for-lease/1628928442
149,Riverdale 1 Bedroom Apartment,"DescriptionBright, spacious 1 bedroom first floor apartment available for rent March 1st. Separate entrance, 9ft ceilings, gas fireplace, dedicated office space, dishwasher and ensuite laundry. Private utilities including air conditioning. Steps to Danforth, Withrow Park and transit. Permit street parking available on demand as well as access to rear patio and BBQ area.","$2,500",2023-02-21 17:53:13,"Toronto, ON M4K 1J6",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/riverdale-1-bedroom-apartment/1651159519
150,Scarborough 2 Bedrooms Apartment for Rent - 4 Treewood Street,"DescriptionCurrent PromotionsView our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.Virtual Open House:View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.4 Treewood Street is located in a family friendly community! This is a seven storey rental building featuring bright and renovated suites. This location is in the Bendale neighbourhood in Toronto. Nearby parks include Birkdale Ravine, Thompson Memorial Park and Jack Goodlad Park. With schools and parks, this vibrant rental community is ideal for families. The area also has a great variety of shops and services, with a FreshCo only a 5-minute walk. This community provides ample brand shopping with everything from department stores to dining. The safest way to find your new home.On-line options available at all properties for ease of rental payments, maintenance requests, and communication with property management – all accessible from your preferred personal device.Please schedule a personalized video call or tour to view available units and amenities by calling, texting or emailing our leasing agents. Disclaimer – Photos, Video, and 360 Virtual Tour for reference only, which give a general sense of building &amp; unit layouts and finishes. Available units and prices may vary based on unit size, location, features, finishes, floor plan, and the occupancy date. Prices stated on the website are starting prices for each unit type, and are subject to change without notice. Errors &amp; Omissions Excepted (E&amp;OE).Virtual Tour | BachelorVirtual Tour | 1 BedroomVirtual Tour | 2 BedroomMapsUtilities IncludedHeatProperty AmenitiesUnderground parkingOutdoor parkingElevatorsLaundry facilitiesClose to SchoolsClose to ShoppingClose to ParksOn-Site ManagementNear subwayParkingPets AllowedNewly RenovatedElevatorSuite AmenitiesStoveDishwasher availableMicrowaveMicrowave OvenStove/OvenDishwasherRange","$2,458",2023-02-21 17:45:45,"4 Treewood Street, Scarborough, ON, M1P 3J4",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/scarborough-2-bedrooms-apartment-for-rent-4-treewood-street/1627966389
151,Etobicoke 1 Bedroom Apartment for Rent - 317 Park Lawn Road,"DescriptionCurrent PromotionsView our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.Virtual Open House:View our units by clicking the virtual tour link, schedule a video tour or make an appointment for in person viewing.317 Park Lawn is located in a family friendly community! Park Lawn and Berry. With schools and parks, this vibrant rental community is ideal for families. The area also has a great variety of shops and services, with a Sobeys only a 10-minute walk. Sherway Gardens provides ample brand shopping with everything from department stores to dining. Living in close proximity to the Gardiner Expressway as well as the GO Train and public transit, this community offers great accessibility and convenience.Photos and 360 Virtual Tour for reference only, which give a general sense of unit layouts and finishes. Please schedule a personalized video call or tour to view available units and amenities by calling, texting or emailing our leasing agents.The safest way to find your new home.On-line options available at all properties for ease of rental payments, maintenance requests, and communication with property management – all accessible from your preferred personal device.Virtual Tour | BachelorVirtual Tour | 1 BedroomVirtual Tour | 2 BedroomMapsProperty AmenitiesVideo surveillanceUnderground parkingOutdoor parkingLaundry facilitiesClose to SchoolsClose to ShoppingClose to ParksOn-Site ManagementParkingPets AllowedSecurityNewly RenovatedInterphone Buzzer SystemSuite AmenitiesStoveDishwasher availableMicrowaveMicrowave OvenStove/OvenDishwasherRange","$2,241",2023-02-21 17:45:45,"317 Park Lawn Road, Etobicoke, ON, M8Y 3K2",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/etobicoke-1-bedroom-apartment-for-rent-317-park-lawn-road/1649321776
152,"Condos, Houses, Townhouses For Rent","DescriptionLots of Condos, Houses and Townhouses for rent in Mississauga, Etobicoke, High Park and West Toronto.
I can help you to find nice and clean apartments for rent.Don't waste your time any more for searching the internet, waiting for landlord's respond and visiting the apartments which you don't like.Let me do all work for you for FREE.Average Prices in Mississauga:
1Bedroom - from $2200
2Bedrooms - from $2600
3Bedrooms - from $3000Average Prices in Toronto:
1Bedroom - from $2200
2Bedrooms - from $2800
3Bedrooms - from $3200*Prices May Be Different, Depend On The Condition of The Unit and Location*Please text or email for quicker reply.Credit Check, Employment Letter, First and Last Month Deposit Required Before Renting.ONLY SERIOUS INQUIRES PLEASE!!!Victoria Vaitkevich
Sales Representative
Future Group Realty Services Ltd, Brokerage
Cell: 416-825-5812
www.victoriavaitkevich.com",Please Contact,2023-02-21 17:40:45,"Etobicoke, ON M8Y",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condos-houses-townhouses-for-rent/1651158149
153,Female Only - Room For Rent,"DescriptionAre you a Single female that work as a live in nurse, caregiver etc and looking for a warm quiet place to call home on the weekends? This space is perfect for you.Room for rent in the Finch &amp; Weston Rd area. 3mins walking distance from TTC bus stop, banks, plaza and other amenities.$900 per month includes water, heat, gym - laundry onsite. No parking. First and last required, Proof of job, police check and a character reference letter required.",$875,2023-02-21 17:39:31,"North York, ON M9M 2X2",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/female-only-room-for-rent/1651157999
154,Apartment for Rent,"DescriptionTerrific executive extra large 1 bedroom unit in the historical townhouse located right down- town off Spadina.
Tall windows facing quiet U shape park designated as dog leash free -
- new washroom vanity
- new closets
- new kitchen cabinets and counters
- freshly painted wall, recently sanded floors
- small charge on gas the gas bill for heaterContact Arnold at 647 355 9146 or
Email : alitwinlogan@gmail.com","$2,399FEATURED",2023-02-21 17:37:55,"Toronto, ON M5V 1H1",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-for-rent/1649253346
155,"1 Bdrm available at 148 Islington Avenue, Etobicoke","DescriptionVisit our Website: https://www.capreit.ca/apartments-for-rent/etobicoke-on/islington-apartments/These delightful apartments for rent in Etobicoke are low rises in the Lakeshore Village offering affordable living in close proximity to downtown Toronto.On site professional and friendly staffSecurity on siteOutdoor, bike, and visitors parking availableLarge courtyard landscaped with flowers and trees that is well maintained and colourful in the summerStorage lockers availablePets welcomeWhat's included in your rentHeat, WaterHave Questions? Contact the Property Manager: (416) 253-6592","$1,785",2023-02-21 17:36:45,"148 Islington Avenue, Etobicoke, ON, M8V 3B6",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bdrm-available-at-148-islington-avenue-etobicoke/1631153551
